concessionaria;ano_do_pnv_snv;rodovia;km_m;tipo_de_pista;uf;municipio;sentido;direcao;latitude;longitude;velocidade_regulamentada_veiculos_leves;velocidade_regulamentada_veiculos_pesados;situacao;data_da_inativacao
AUTOPISTA FERNÃO DIAS;2007;BR-381;870,350;Principal;MG;Pouso Alegre;Crescente;Sul;-22,392591;-45,956228;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;870,620;Principal;MG;Pouso Alegre;Crescente;Sul;-22,394364;-45,957618;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;870,620;Principal;MG;Pouso Alegre;Crescente;Sul;-22,394424;-45,957537;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;871,300;Principal;MG;Pouso Alegre;Crescente;Sul;-22,398825;-45,961469;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;883,440;Principal;MG;Estiva;Crescente;Sul;-22,487719;-46,011030;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;872,480;Principal;MG;Estiva;Crescente;Sul;-22,409731;-45,961883;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;877,560;Principal;MG;Estiva;Crescente;Sul;-22,443409;-45,991600;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;888,530;Principal;MG;Cambuí;Crescente;Sul;-22,529179;-46,027052;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;889,780;Principal;MG;Cambuí;Crescente;Sul;-22,535342;-46,035488;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;897,330;Principal;MG;Cambuí;Crescente;Sul;-22,602195;-46,058674;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;900,230;Principal;MG;Cambuí;Crescente;Sul;-22,623651;-46,075195;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;900,230;Principal;MG;Cambuí;Crescente;Sul;-22,623560;-46,075280;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;900,450;Principal;MG;Cambuí;Crescente;Sul;-22,625343;-46,076290;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;900,450;Principal;MG;Cambuí;Crescente;Sul;-22,625261;-46,076404;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;900,580;Principal;MG;Cambuí;Crescente;Sul;-22,626057;-46,076890;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;901,240;Principal;MG;Cambuí;Crescente;Sul;-22,631937;-46,078728;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;903,620;Principal;MG;Cambuí;Crescente;Sul;-22,647644;-46,089522;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;902,650;Principal;MG;Cambuí;Crescente;Sul;-22,642101;-46,083398;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;908,780;Principal;MG;Cambuí;Crescente;Sul;-22,684225;-46,101553;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;912,220;Principal;MG;Camanducaia;Crescente;Sul;-22,707608;-46,120736;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;917,813;Principal;MG;Camanducaia;Crescente;Sul;-22,750804;-46,141638;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;919,760;Principal;MG;Camanducaia;Crescente;Sul;-22,758239;-46,158078;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;920,470;Principal;MG;Camanducaia;Crescente;Sul;-22,761068;-46,163260;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;920,470;Principal;MG;Camanducaia;Crescente;Sul;-22,760902;-46,163280;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;920,600;Principal;MG;Camanducaia;Crescente;Sul;-22,760604;-46,164894;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;923,190;Principal;MG;Camanducaia;Crescente;Sul;-22,772777;-46,184503;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;923,190;Principal;MG;Camanducaia;Crescente;Sul;-22,772702;-46,184575;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;923,280;Principal;MG;Camanducaia;Crescente;Sul;-22,773441;-46,185026;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;924,970;Principal;MG;Itapeva;Crescente;Sul;-22,770837;-46,198333;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;925,400;Principal;MG;Itapeva;Crescente;Sul;-22,770677;-46,202254;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;925,750;Principal;MG;Itapeva;Crescente;Sul;-22,769575;-46,204911;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;925,750;Principal;MG;Itapeva;Crescente;Sul;-22,769678;-46,205043;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;925,840;Principal;MG;Itapeva;Crescente;Sul;-22,768938;-46,205662;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;922,340;Principal;MG;Camanducaia;Crescente;Sul;-22,767167;-46,178997;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;926,470;Principal;MG;Itapeva;Crescente;Sul;-22,767869;-46,212385;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;933,410;Principal;MG;Extrema;Crescente;Sul;-22,798712;-46,256159;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;928,930;Principal;MG;Itapeva;Crescente;Sul;-22,770639;-46,233330;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;942,910;Principal;MG;Extrema;Crescente;Sul;-22,836857;-46,327397;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;948,850;Principal;MG;Extrema;Crescente;Sul;-22,873116;-46,363594;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;947,650;Principal;MG;Extrema;Crescente;Sul;-22,868373;-46,354828;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;2,610;Principal;SP;Vargem;Crescente;Sul;-22,878703;-46,395891;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;3,590;Principal;SP;Vargem;Crescente;Sul;-22,881315;-46,405327;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;5,820;Principal;SP;Vargem;Crescente;Sul;-22,895973;-46,418164;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;6,300;Principal;SP;Vargem;Crescente;Sul;-22,900526;-46,420409;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;6,300;Principal;SP;Vargem;Crescente;Sul;-22,900611;-46,420246;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;6,500;Principal;SP;Vargem;Crescente;Sul;-22,903173;-46,421681;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;6,980;Principal;SP;Vargem;Crescente;Sul;-22,905734;-46,422902;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;7,785;Principal;SP;Vargem;Crescente;Sul;-22,912431;-46,426278;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;9,140;Principal;SP;Vargem;Crescente;Sul;-22,919758;-46,437435;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;17,200;Principal;SP;Bragança Paulista;Crescente;Sul;-22,968633;-46,485658;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;22,840;Principal;SP;Bragança Paulista;Crescente;Sul;-23,000951;-46,519239;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;27,930;Principal;SP;Atibaia;Crescente;Sul;-23,035344;-46,549113;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;34,600;Principal;SP;Atibaia;Crescente;Sul;-23,084766;-46,570465;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;35,230;Principal;SP;Atibaia;Crescente;Sul;-23,091119;-46,572738;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;36,090;Principal;SP;Atibaia;Crescente;Sul;-23,098638;-46,570877;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;37,600;Principal;SP;Atibaia;Crescente;Sul;-23,110975;-46,571117;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;37,900;Principal;SP;Atibaia;Crescente;Sul;-23,112922;-46,571627;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;40,120;Principal;SP;Atibaia;Crescente;Sul;-23,131315;-46,576775;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;40,720;Principal;SP;Atibaia;Crescente;Sul;-23,135525;-46,576306;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;32,980;Principal;SP;Atibaia;Crescente;Sul;-23,072245;-46,567095;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;42,860;Principal;SP;Atibaia;Crescente;Sul;-23,153622;-46,574351;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;48,120;Principal;SP;Atibaia;Crescente;Sul;-23,197185;-46,587462;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;50,150;Principal;SP;Atibaia;Crescente;Sul;-23,213750;-46,593893;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;46,050;Principal;SP;Atibaia;Crescente;Sul;-23,180469;-46,580686;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;46,140;Principal;SP;Atibaia;Crescente;Sul;-23,181506;-46,581147;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;51,408;Principal;SP;Atibaia;Crescente;Sul;-23,224206;-46,597326;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;53,720;Principal;SP;Mairiporã;Crescente;Sul;-23,244252;-46,596442;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;57,660;Principal;SP;Mairiporã;Crescente;Sul;-23,272073;-46,584899;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;58,600;Principal;SP;Mairiporã;Crescente;Sul;-23,279821;-46,586627;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;59,115;Principal;SP;Mairiporã;Crescente;Sul;-23,284108;-46,589095;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;59,570;Principal;SP;Mairiporã;Crescente;Sul;-23,287865;-46,589485;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;59,600;Principal;SP;Mairiporã;Crescente;Sul;-23,288091;-46,589184;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;62,090;Principal;SP;Mairiporã;Crescente;Sul;-23,294836;-46,572119;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;66,150;Principal;SP;Mairiporã;Crescente;Sul;-23,326546;-46,578856;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;66,400;Principal;SP;Mairiporã;Crescente;Sul;-23,328163;-46,578167;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;66,400;Principal;SP;Mairiporã;Crescente;Sul;-23,328096;-46,577978;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;55,260;Principal;SP;Mairiporã;Crescente;Sul;-23,255535;-46,593409;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;67,570;Principal;SP;Mairiporã;Crescente;Sul;-23,337520;-46,576078;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;69,050;Principal;SP;Mairiporã;Crescente;Sul;-23,346505;-46,565658;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;73,420;Principal;SP;São Paulo;Crescente;Sul;-23,370510;-46,555950;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;73,710;Principal;SP;São Paulo;Crescente;Sul;-23,372325;-46,557453;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;73,710;Principal;SP;São Paulo;Crescente;Sul;-23,372184;-46,557577;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;73,750;Principal;SP;São Paulo;Crescente;Sul;-23,372427;-46,557984;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;73,750;Principal;SP;São Paulo;Crescente;Sul;-23,372513;-46,557926;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;72,170;Principal;SP;São Paulo;Crescente;Sul;-23,362449;-46,552105;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;75,040;Principal;SP;São Paulo;Crescente;Sul;-23,380176;-46,563792;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;75,550;Principal;SP;São Paulo;Crescente;Sul;-23,382918;-46,564861;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;76,950;Principal;SP;São Paulo;Crescente;Sul;-23,391914;-46,571472;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;78,020;Principal;SP;São Paulo;Crescente;Sul;-23,399848;-46,576742;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;78,070;Principal;SP;São Paulo;Crescente;Sul;-23,400277;-46,576605;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;85,100;Principal;SP;São Paulo;Crescente;Sul;-23,457436;-46,571552;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;477,520;Principal;MG;Contagem;Crescente;Sul;-19,958801;-44,032511;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;477,710;Principal;MG;Contagem;Crescente;Sul;-19,959561;-44,034123;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;478,050;Principal;MG;Contagem;Crescente;Sul;-19,960465;-44,036161;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;477,712;Principal;MG;Contagem;Decrescente;Norte;-19,959753;-44,034029;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;477,580;Principal;MG;Contagem;Decrescente;Norte;-19,959239;-44,032889;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;85,380;Principal;SP;São Paulo;Decrescente;Norte;-23,460224;-46,571316;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;86,900;Principal;SP;São Paulo;Decrescente;Norte;-23,470945;-46,565385;70;70;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;89,800;Principal;SP;Guarulhos;Decrescente;Norte;-23,493508;-46,559370;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;79,440;Principal;SP;São Paulo;Decrescente;Norte;-23,407359;-46,580278;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;79,700;Principal;SP;São Paulo;Decrescente;Norte;-23,410036;-46,581109;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;77,620;Principal;SP;São Paulo;Decrescente;Norte;-23,396708;-46,573683;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;76,660;Principal;SP;São Paulo;Decrescente;Norte;-23,389147;-46,569081;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;76,685;Principal;SP;São Paulo;Decrescente;Norte;-23,389522;-46,569211;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;75,300;Principal;SP;São Paulo;Decrescente;Norte;-23,381690;-46,562811;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;75,350;Principal;SP;São Paulo;Decrescente;Norte;-23,382252;-46,563235;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;73,100;Principal;SP;São Paulo;Decrescente;Norte;-23,369102;-46,554471;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;73,400;Principal;SP;São Paulo;Decrescente;Norte;-23,370206;-46,555570;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;74,070;Principal;SP;São Paulo;Decrescente;Norte;-23,374577;-46,560002;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;69,220;Principal;SP;Mairiporã;Decrescente;Norte;-23,346811;-46,563767;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;70,350;Principal;SP;Mairiporã;Decrescente;Norte;-23,348821;-46,555508;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;70,490;Principal;SP;Mairiporã;Decrescente;Norte;-23,348707;-46,554225;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;71,280;Principal;SP;Mairiporã;Decrescente;Norte;-23,354368;-46,549714;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;68,000;Principal;SP;Mairiporã;Decrescente;Norte;-23,342402;-46,573370;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;55,690;Principal;SP;Mairiporã;Decrescente;Norte;-23,255804;-46,592718;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;56,661;Principal;SP;Mairiporã;Decrescente;Norte;-23,263770;-46,584998;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;67,540;Principal;SP;Mairiporã;Decrescente;Norte;-23,338634;-46,574397;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;62,260;Principal;SP;Mairiporã;Decrescente;Norte;-23,296187;-46,571525;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;63,930;Principal;SP;Mairiporã;Decrescente;Norte;-23,308367;-46,578582;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;65,430;Principal;SP;Mairiporã;Decrescente;Norte;-23,320522;-46,581883;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;66,130;Principal;SP;Mairiporã;Decrescente;Norte;-23,326063;-46,578736;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;61,070;Principal;SP;Mairiporã;Decrescente;Norte;-23,289809;-46,580068;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;61,640;Principal;SP;Mairiporã;Decrescente;Norte;-23,292037;-46,575903;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;61,690;Principal;SP;Mairiporã;Decrescente;Norte;-23,292069;-46,575344;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;59,340;Principal;SP;Mairiporã;Decrescente;Norte;-23,284142;-46,588947;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;54,040;Principal;SP;Mairiporã;Decrescente;Norte;-23,245812;-46,594303;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;47,080;Principal;SP;Atibaia;Decrescente;Norte;-23,189047;-46,583768;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;50,300;Principal;SP;Atibaia;Decrescente;Norte;-23,214380;-46,593686;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;50,770;Principal;SP;Atibaia;Decrescente;Norte;-23,218613;-46,595059;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;43,080;Principal;SP;Atibaia;Decrescente;Norte;-23,156119;-46,573709;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;34,540;Principal;SP;Atibaia;Decrescente;Norte;-23,085091;-46,570279;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;40,930;Principal;SP;Atibaia;Decrescente;Norte;-23,136247;-46,575785;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;36,600;Principal;SP;Atibaia;Decrescente;Norte;-23,102030;-46,568311;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;32,360;Principal;SP;Atibaia;Decrescente;Norte;-23,066315;-46,569760;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;26,940;Principal;SP;Atibaia;Decrescente;Norte;-23,031832;-46,540739;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;20,980;Principal;SP;Bragança Paulista;Decrescente;Norte;-22,989583;-46,507159;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;15,500;Principal;SP;Bragança Paulista;Decrescente;Norte;-22,954251;-46,479926;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;7,920;Principal;SP;Vargem;Decrescente;Norte;-22,914001;-46,426842;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;7,921;Principal;SP;Vargem;Decrescente;Norte;-22,914060;-46,426710;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;8,070;Principal;SP;Vargem;Decrescente;Norte;-22,915275;-46,427866;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;8,070;Principal;SP;Vargem;Decrescente;Norte;-22,915352;-46,427760;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;8,820;Principal;SP;Vargem;Decrescente;Norte;-22,905292;-46,422372;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;7,620;Principal;SP;Vargem;Decrescente;Norte;-22,911882;-46,425667;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;6,125;Principal;SP;Vargem;Decrescente;Norte;-22,899895;-46,419557;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;4,000;Principal;SP;Vargem;Decrescente;Norte;-22,883646;-46,408931;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;4,970;Principal;SP;Vargem;Decrescente;Norte;-22,890859;-46,413218;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;3,350;Principal;SP;Vargem;Decrescente;Norte;-22,880945;-46,403645;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;948,130;Principal;MG;Extrema;Decrescente;Norte;-22,870764;-46,358594;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;949,055;Principal;MG;Extrema;Decrescente;Norte;-22,875026;-46,366526;80;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;949,100;Principal;MG;Extrema;Decrescente;Norte;-22,875205;-46,366918;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;1,005;Principal;SP;Vargem;Decrescente;Norte;-22,881881;-46,382693;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;946,135;Principal;MG;Extrema;Decrescente;Norte;-22,860535;-46,342898;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;932,005;Principal;MG;Extrema;Decrescente;Norte;-22,792639;-46,245950;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;934,340;Principal;MG;Extrema;Decrescente;Norte;-22,806363;-46,260112;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;935,220;Principal;MG;Extrema;Decrescente;Norte;-22,807884;-46,268904;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;941,040;Principal;MG;Extrema;Decrescente;Norte;-22,828499;-46,314280;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;926,705;Principal;MG;Itapeva;Decrescente;Norte;-22,767620;-46,213672;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;926,710;Principal;MG;Itapeva;Decrescente;Norte;-22,767746;-46,213654;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;922,390;Principal;MG;Camanducaia;Decrescente;Norte;-22,767435;-46,178838;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;926,180;Principal;MG;Itapeva;Decrescente;Norte;-22,768939;-46,208711;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;920,730;Principal;MG;Camanducaia;Decrescente;Norte;-22,760847;-46,165974;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;917,990;Principal;MG;Camanducaia;Decrescente;Norte;-22,752296;-46,142655;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;912,410;Principal;MG;Camanducaia;Decrescente;Norte;-22,708251;-46,120629;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;915,200;Principal;MG;Camanducaia;Decrescente;Norte;-22,730200;-46,134686;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;909,300;Principal;MG;Camanducaia;Decrescente;Norte;-22,686993;-46,104764;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;909,370;Principal;MG;Camanducaia;Decrescente;Norte;-22,687519;-46,105485;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;903,020;Principal;MG;Cambuí;Decrescente;Norte;-22,644509;-46,085034;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;906,670;Principal;MG;Cambuí;Decrescente;Norte;-22,671643;-46,093434;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;907,925;Principal;MG;Cambuí;Decrescente;Norte;-22,678217;-46,098982;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;908,630;Principal;MG;Cambuí;Decrescente;Norte;-22,683457;-46,100947;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;908,770;Principal;MG;Cambuí;Decrescente;Norte;-22,684939;-46,101155;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;901,440;Principal;MG;Cambuí;Decrescente;Norte;-22,632200;-46,078460;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;901,440;Principal;MG;Cambuí;Decrescente;Norte;-22,632166;-46,078613;60;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;901,530;Principal;MG;Cambuí;Decrescente;Norte;-22,633199;-46,078759;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;901,530;Principal;MG;Cambuí;Decrescente;Norte;-22,633217;-46,078620;80;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;901,170;Principal;MG;Cambuí;Decrescente;Norte;-22,631173;-46,078350;40;40;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;897,390;Principal;MG;Cambuí;Decrescente;Norte;-22,604086;-46,059058;110;90;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;899,300;Principal;MG;Cambuí;Decrescente;Norte;-22,617216;-46,069220;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;891,160;Principal;MG;Cambuí;Decrescente;Norte;-22,548877;-46,039830;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;889,450;Principal;MG;Cambuí;Decrescente;Norte;-22,534163;-46,034202;80;60;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;880,240;Principal;MG;Estiva;Decrescente;Norte;-22,459152;-46,009774;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;885,290;Principal;MG;Estiva;Decrescente;Norte;-22,503331;-46,015137;100;80;Ativo;
AUTOPISTA FERNÃO DIAS;2007;BR-381;886,360;Principal;MG;Estiva;Decrescente;Norte;-22,511128;-46,018588;60;60;Ativo;
