concessionaria;ano_do_pnv_snv;rodovia;km_m;tipo_de_pista;uf;municipio;sentido;direcao;latitude;longitude;velocidade_regulamentada_veiculos_leves;velocidade_regulamentada_veiculos_pesados;situacao;data_da_inativacao
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;269,700;Principal;SP;Taboão da Serra;Decrescente;Norte;-23,608670;-46,759171;50;50;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;269,150;Principal;SP;Taboão da Serra;Decrescente;Norte;-23,608669;-46,754444;50;50;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;13,655;Marginal;PR;Colombo;Crescente;Sul;-25,379144;-49,158611;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;1,470;Marginal;PR;Campina Grande do Sul;Crescente;Sul;-25,350305;-49,057835;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;7,510;Marginal;PR;Campina Grande do Sul;Crescente;Sul;-25,367782;-49,106579;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;7,600;Marginal;PR;Campina Grande do Sul;Crescente;Sul;-25,367871;-49,107748;50;50;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;5,800;Marginal;PR;Campina Grande do Sul;Crescente;Sul;-25,365312;-49,092140;50;50;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;6,050;Marginal;PR;Campina Grande do Sul;Crescente;Sul;-25,365434;-49,093996;50;50;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;6,600;Marginal;PR;Campina Grande do Sul;Crescente;Sul;-25,366381;-49,099038;50;50;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;7,180;Marginal;PR;Campina Grande do Sul;Crescente;Sul;-25,367188;-49,103990;50;50;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;16,300;Marginal;PR;Curitiba;Crescente;Sul;-25,387564;-49,179132;50;50;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;17,230;Marginal;PR;Curitiba;Crescente;Sul;-25,388642;-49,186812;20;20;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;17,450;Marginal;PR;Curitiba;Decrescente;Norte;-25,389076;-49,186666;30;30;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;14,720;Marginal;PR;Colombo;Decrescente;Norte;-25,382684;-49,165882;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;13,200;Marginal;PR;Colombo;Decrescente;Norte;-25,377443;-49,153598;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;12,200;Principal;PR;Colombo;Crescente;Sul;-25,388961;-49,195018;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;7,470;Principal;PR;Campina Grande do Sul;Crescente;Sul;-25,367953;-49,106592;20;20;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;9,950;Principal;PR;Colombo;Crescente;Sul;-25,370724;-49,127578;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;10,065;Principal;PR;Colombo;Crescente;Sul;-25,371048;-49,128843;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;11,365;Principal;PR;Colombo;Crescente;Sul;-25,372495;-49,140183;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;11,850;Principal;PR;Colombo;Crescente;Sul;-25,373078;-49,143826;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;12,560;Principal;PR;Colombo;Crescente;Sul;-25,375349;-49,149823;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;12,700;Principal;PR;Colombo;Crescente;Sul;-25,375935;-49,151382;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;13,600;Principal;PR;Colombo;Crescente;Sul;-25,378995;-49,158067;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;4,250;Principal;PR;Campina Grande do Sul;Crescente;Sul;-25,361258;-49,079282;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;4,420;Principal;PR;Campina Grande do Sul;Crescente;Sul;-25,361418;-49,080804;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;5,120;Principal;PR;Campina Grande do Sul;Crescente;Sul;-25,364122;-49,085927;80;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;0,000;Principal;PR;Campina Grande do Sul;Crescente;Sul;-25,345335;-49,044817;100;80;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;0,960;Principal;PR;Campina Grande do Sul;Crescente;Sul;-25,348924;-49,053399;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;18,495;Principal;PR;Curitiba;Decrescente;Norte;-25,389106;-49,197579;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;17,530;Principal;PR;Curitiba;Decrescente;Norte;-25,389217;-49,187550;50;50;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;16,350;Principal;PR;Curitiba;Decrescente;Norte;-25,387615;-49,178159;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;15,950;Principal;PR;Colombo;Decrescente;Norte;-25,386852;-49,175567;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;15,430;Principal;PR;Colombo;Decrescente;Norte;-25,385501;-49,172244;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;12,970;Principal;PR;Colombo;Decrescente;Norte;-25,376958;-49,152299;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;12,080;Principal;PR;Colombo;Decrescente;Norte;-25,374112;-49,145828;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;10,175;Principal;PR;Colombo;Decrescente;Norte;-25,371537;-49,130292;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;10,050;Principal;PR;Colombo;Decrescente;Norte;-25,373052;-49,128651;40;40;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;9,240;Principal;PR;Quatro Barras;Decrescente;Norte;-25,370509;-49,121669;30;30;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;9,030;Principal;PR;Quatro Barras;Decrescente;Norte;-25,370281;-49,119749;30;30;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;8,420;Principal;PR;Quatro Barras;Decrescente;Norte;-25,369407;-49,113614;80;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;6,975;Principal;PR;Quatro Barras;Decrescente;Norte;-25,367604;-49,101726;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;6,905;Principal;PR;Quatro Barras;Decrescente;Norte;-25,367384;-49,100996;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;6,590;Principal;PR;Quatro Barras;Decrescente;Norte;-25,366710;-49,097759;20;20;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;6,120;Principal;PR;Quatro Barras;Decrescente;Norte;-25,366130;-49,094645;80;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;4,910;Principal;PR;Quatro Barras;Decrescente;Norte;-25,363735;-49,083825;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;3,470;Principal;PR;Quatro Barras;Decrescente;Norte;-25,358314;-49,072041;100;80;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;0,250;Principal;PR;Quatro Barras;Decrescente;Norte;-25,346886;-49,046852;30;30;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;0,160;Principal;PR;Quatro Barras;Decrescente;Norte;-25,346954;-49,046005;60;60;Ativo;
AUTOPISTA REGIS BITTENCOURT;2017;CW-116;0,000;Principal;PR;Quatro Barras;Decrescente;Norte;-25,345650;-49,043541;80;60;Ativo;
CONCEBRA;2017;BR-060;136,750;Marginal;GO;Goiânia;Crescente;Sul;-16,603400;-49,203000;40;40;Ativo;
CONCEBRA;2017;BR-060;137,170;Marginal;GO;Goiânia;Crescente;Sul;-16,606400;-49,204800;60;60;Ativo;
CONCEBRA;2017;BR-060;136,800;Marginal;GO;Goiânia;Crescente;Sul;-16,603600;-49,203100;60;60;Ativo;
CONCEBRA;2017;BR-060;137,180;Marginal;GO;Goiânia;Crescente;Sul;-16,606400;-49,204700;40;40;Ativo;
CONCEBRA;2017;BR-060;138,040;Marginal;GO;Goiânia;Decrescente;Norte;-16,614500;-49,205800;80;80;Ativo;
CONCEBRA;2017;BR-060;101,240;Marginal;GO;Anápolis;Decrescente;Norte;-16,402800;-48,976300;30;30;Ativo;
CONCEBRA;2017;BR-060;138,520;Marginal;GO;Goiânia;Decrescente;Norte;-16,618100;-49,205900;40;40;Ativo;
CONCEBRA;2017;BR-060;138,250;Marginal;GO;Goiânia;Decrescente;Norte;-16,615500;-49,205600;40;40;Ativo;
CONCEBRA;2017;BR-060;137,820;Marginal;GO;Goiânia;Decrescente;Norte;-16,612500;-49,205100;40;40;Ativo;
CONCEBRA;2017;BR-060;138,410;Marginal;GO;Goiânia;Decrescente;Norte;-16,617000;-49,205800;40;40;Ativo;
CONCEBRA;2017;BR-060;137,950;Marginal;GO;Goiânia;Decrescente;Norte;-16,613200;-49,205300;40;40;Ativo;
CONCEBRA;2017;BR-060;99,140;Marginal;GO;Anápolis;Decrescente;Norte;-16,393500;-48,959500;40;40;Ativo;
CONCEBRA;2017;BR-060;94,050;Marginal;GO;Anápolis;Decrescente;Norte;-16,357630;-48,931036;40;40;Ativo;
CONCEBRA;2017;BR-060;93,520;Marginal;GO;Anápolis;Decrescente;Norte;-16,354400;-48,927700;40;40;Ativo;
CONCEBRA;2017;BR-060;92,370;Marginal;GO;Anápolis;Decrescente;Norte;-16,352826;-48,915549;40;40;Ativo;
CONCEBRA;2017;BR-060;92,370;Marginal;GO;Anápolis;Decrescente;Norte;-16,352894;-48,915939;30;30;Ativo;
CONCEBRA;2017;BR-060;97,140;Principal;GO;Anápolis;Crescente;Sul;-16,377800;-48,949400;30;30;Ativo;
CONCEBRA;2017;BR-060;97,240;Principal;GO;Anápolis;Crescente;Sul;-16,378400;-48,950000;40;40;Ativo;
CONCEBRA;2017;BR-060;98,450;Principal;GO;Anápolis;Crescente;Sul;-16,387700;-48,956500;40;40;Ativo;
CONCEBRA;2017;BR-060;98,510;Principal;GO;Anápolis;Crescente;Sul;-16,388200;-48,956700;40;40;Ativo;
CONCEBRA;2017;BR-060;3,760;Principal;DF;Brasília;Crescente;Sul;-15,892100;-48,093800;80;80;Ativo;
CONCEBRA;2017;BR-060;8,530;Principal;DF;Brasília;Crescente;Sul;-15,904600;-48,135500;80;80;Ativo;
CONCEBRA;2017;BR-060;8,531;Principal;DF;Brasília;Crescente;Sul;-15,904700;-48,135400;80;80;Ativo;
CONCEBRA;2017;BR-060;9,460;Principal;DF;Brasília;Crescente;Sul;-15,907500;-48,143900;60;60;Ativo;
CONCEBRA;2017;BR-060;12,070;Principal;DF;Brasília;Crescente;Sul;-15,916800;-48,164400;60;60;Ativo;
CONCEBRA;2017;BR-060;12,210;Principal;DF;Brasília;Crescente;Sul;-15,918100;-48,164800;60;60;Ativo;
CONCEBRA;2017;BR-060;12,211;Principal;DF;Brasília;Crescente;Sul;-15,918200;-48,164700;60;60;Ativo;
CONCEBRA;2017;BR-060;12,920;Principal;DF;Brasília;Crescente;Sul;-15,925700;-48,167000;60;60;Ativo;
CONCEBRA;2017;BR-060;12,980;Principal;DF;Brasília;Crescente;Sul;-15,927000;-48,167200;40;40;Ativo;
CONCEBRA;2017;BR-060;12,981;Principal;DF;Brasília;Crescente;Sul;-15,927100;-48,167100;40;40;Ativo;
CONCEBRA;2017;BR-060;13,600;Principal;DF;Brasília;Crescente;Sul;-15,932400;-48,169000;60;60;Ativo;
CONCEBRA;2017;BR-060;15,350;Principal;GO;Alexânia;Crescente;Sul;-15,946600;-48,173000;80;80;Ativo;
CONCEBRA;2017;BR-060;17,390;Principal;GO;Alexânia;Crescente;Sul;-15,963400;-48,180300;80;80;Ativo;
CONCEBRA;2017;BR-060;29,630;Principal;GO;Alexânia;Crescente;Sul;-16,034900;-48,254100;40;40;Ativo;
CONCEBRA;2017;BR-060;30,160;Principal;GO;Alexânia;Crescente;Sul;-16,040000;-48,256400;40;40;Ativo;
CONCEBRA;2017;BR-060;30,161;Principal;GO;Alexânia;Crescente;Sul;-16,040100;-48,256400;40;40;Ativo;
CONCEBRA;2017;BR-060;30,270;Principal;GO;Alexânia;Crescente;Sul;-16,041100;-48,256700;40;40;Ativo;
CONCEBRA;2017;BR-060;31,430;Principal;GO;Alexânia;Crescente;Sul;-16,048300;-48,258200;110;90;Ativo;
CONCEBRA;2017;BR-060;15,370;Principal;GO;Alexânia;Crescente;Sul;-16,109800;-48,364000;110;90;Ativo;
CONCEBRA;2017;BR-060;20,590;Principal;GO;Alexânia;Crescente;Sul;-16,120800;-48,406700;80;80;Ativo;
CONCEBRA;2017;BR-060;20,591;Principal;GO;Alexânia;Crescente;Sul;-16,120800;-48,406800;80;80;Ativo;
CONCEBRA;2017;BR-060;22,030;Principal;GO;Alexânia;Crescente;Sul;-16,121600;-48,420100;40;40;Ativo;
CONCEBRA;2017;BR-060;22,070;Principal;GO;Alexânia;Crescente;Sul;-16,121400;-48,420400;40;40;Ativo;
CONCEBRA;2017;BR-060;22,420;Principal;GO;Alexânia;Crescente;Sul;-16,121300;-48,423800;40;40;Ativo;
CONCEBRA;2017;BR-060;22,421;Principal;GO;Alexânia;Crescente;Sul;-16,121400;-48,423800;40;40;Ativo;
CONCEBRA;2017;BR-060;23,170;Principal;GO;Alexânia;Crescente;Sul;-16,118600;-48,429900;30;30;Ativo;
CONCEBRA;2017;BR-060;24,920;Principal;GO;Alexânia;Crescente;Sul;-16,111600;-48,443900;110;90;Ativo;
CONCEBRA;2017;BR-060;25,900;Principal;GO;Alexânia;Crescente;Sul;-16,106000;-48,451000;110;90;Ativo;
CONCEBRA;2017;BR-060;32,700;Principal;GO;Alexânia;Crescente;Sul;-16,089500;-48,510700;60;60;Ativo;
CONCEBRA;2017;BR-060;34,960;Principal;GO;Alexânia;Crescente;Sul;-16,104000;-48,524200;110;90;Ativo;
CONCEBRA;2017;BR-060;42,790;Principal;GO;Alexânia;Crescente;Sul;-16,114500;-48,589000;40;40;Ativo;
CONCEBRA;2017;BR-060;42,840;Principal;GO;Alexânia;Crescente;Sul;-16,114800;-48,589300;40;40;Ativo;
CONCEBRA;2017;BR-060;47,900;Principal;GO;Abadiânia;Crescente;Sul;-16,150800;-48,610700;110;90;Ativo;
CONCEBRA;2017;BR-060;54,960;Principal;GO;Abadiânia;Crescente;Sul;-16,185500;-48,660800;110;90;Ativo;
CONCEBRA;2017;BR-060;60,220;Principal;GO;Abadiânia;Crescente;Sul;-16,191200;-48,704300;60;60;Ativo;
CONCEBRA;2017;BR-060;60,220;Principal;GO;Abadiânia;Crescente;Sul;-16,191210;-48,704310;60;60;Ativo;
CONCEBRA;2017;BR-060;60,950;Principal;GO;Abadiânia;Crescente;Sul;-16,190100;-48,711300;30;30;Ativo;
CONCEBRA;2017;BR-060;78,490;Principal;GO;Anápolis;Crescente;Sul;-16,298600;-48,808200;40;40;Ativo;
CONCEBRA;2017;BR-060;78,491;Principal;GO;Anápolis;Crescente;Sul;-16,298500;-48,808200;40;40;Ativo;
CONCEBRA;2017;BR-060;78,850;Principal;GO;Anápolis;Crescente;Sul;-16,300000;-48,811200;40;40;Ativo;
CONCEBRA;2017;BR-060;78,851;Principal;GO;Anápolis;Crescente;Sul;-16,300100;-48,811300;40;40;Ativo;
CONCEBRA;2017;BR-060;84,300;Principal;GO;Anápolis;Crescente;Sul;-16,316300;-48,858300;80;80;Ativo;
CONCEBRA;2017;BR-060;84,301;Principal;GO;Anápolis;Crescente;Sul;-16,316500;-48,858100;80;80;Ativo;
CONCEBRA;2017;BR-060;85,170;Principal;GO;Anápolis;Crescente;Sul;-16,318100;-48,865600;60;60;Ativo;
CONCEBRA;2017;BR-060;85,171;Principal;GO;Anápolis;Crescente;Sul;-16,318200;-48,865600;60;60;Ativo;
CONCEBRA;2017;BR-060;85,440;Principal;GO;Anápolis;Crescente;Sul;-16,319100;-48,868000;40;40;Ativo;
CONCEBRA;2017;BR-060;85,441;Principal;GO;Anápolis;Crescente;Sul;-16,319000;-48,868000;40;40;Ativo;
CONCEBRA;2017;BR-060;85,550;Principal;GO;Anápolis;Crescente;Sul;-16,319300;-48,868500;40;40;Ativo;
CONCEBRA;2017;BR-060;86,220;Principal;GO;Anápolis;Crescente;Sul;-16,321700;-48,874600;80;80;Ativo;
CONCEBRA;2017;BR-060;86,221;Principal;GO;Anápolis;Crescente;Sul;-16,321761;-48,874567;80;80;Ativo;
CONCEBRA;2017;BR-060;88,190;Principal;GO;Anápolis;Crescente;Sul;-16,332300;-48,890000;80;80;Ativo;
CONCEBRA;2017;BR-060;88,380;Principal;GO;Anápolis;Crescente;Sul;-16,333400;-48,891600;60;60;Ativo;
CONCEBRA;2017;BR-060;88,381;Principal;GO;Anápolis;Crescente;Sul;-16,333400;-48,891400;60;60;Ativo;
CONCEBRA;2017;BR-060;89,420;Principal;GO;Anápolis;Crescente;Sul;-16,340600;-48,899900;60;60;Ativo;
CONCEBRA;2017;BR-060;89,421;Principal;GO;Anápolis;Crescente;Sul;-16,340800;-48,900300;60;60;Ativo;
CONCEBRA;2017;BR-060;89,930;Principal;GO;Anápolis;Crescente;Sul;-16,342400;-48,901800;40;40;Ativo;
CONCEBRA;2017;BR-060;89,931;Principal;GO;Anápolis;Crescente;Sul;-16,342200;-48,901700;40;40;Ativo;
CONCEBRA;2017;BR-060;90,310;Principal;GO;Anápolis;Crescente;Sul;-16,344600;-48,904400;40;40;Ativo;
CONCEBRA;2017;BR-060;90,311;Principal;GO;Anápolis;Crescente;Sul;-16,344700;-48,904400;40;40;Ativo;
CONCEBRA;2017;BR-060;91,100;Principal;GO;Anápolis;Crescente;Sul;-16,346700;-48,907000;40;40;Ativo;
CONCEBRA;2017;BR-060;91,101;Principal;GO;Anápolis;Crescente;Sul;-16,346900;-48,906900;40;40;Ativo;
CONCEBRA;2017;BR-060;92,410;Principal;GO;Anápolis;Crescente;Sul;-16,352400;-48,915800;40;40;Ativo;
CONCEBRA;2017;BR-060;92,700;Principal;GO;Anápolis;Crescente;Sul;-16,352700;-48,918500;60;60;Ativo;
CONCEBRA;2017;BR-060;93,470;Principal;GO;Anápolis;Crescente;Sul;-16,353700;-48,926900;70;70;Ativo;
CONCEBRA;2017;BR-060;96,580;Principal;GO;Anápolis;Crescente;Sul;-16,374400;-48,945800;60;60;Ativo;
CONCEBRA;2017;BR-060;96,581;Principal;GO;Anápolis;Crescente;Sul;-16,374600;-48,945800;60;60;Ativo;
CONCEBRA;2017;BR-060;100,510;Principal;GO;Anápolis;Crescente;Sul;-16,400000;-48,970400;60;60;Ativo;
CONCEBRA;2017;BR-060;100,511;Principal;GO;Anápolis;Crescente;Sul;-16,400200;-48,970300;60;60;Ativo;
CONCEBRA;2017;BR-060;101,140;Principal;GO;Anápolis;Crescente;Sul;-16,401800;-48,974800;60;60;Ativo;
CONCEBRA;2017;BR-060;101,180;Principal;GO;Anápolis;Crescente;Sul;-16,401900;-48,975100;60;60;Ativo;
CONCEBRA;2017;BR-060;101,500;Principal;GO;Anápolis;Crescente;Sul;-16,403200;-48,977900;60;60;Ativo;
CONCEBRA;2017;BR-060;101,501;Principal;GO;Anápolis;Crescente;Sul;-16,403200;-48,977700;60;60;Ativo;
CONCEBRA;2017;BR-060;101,780;Principal;GO;Anápolis;Crescente;Sul;-16,404400;-48,980200;30;30;Ativo;
CONCEBRA;2017;BR-060;106,840;Principal;GO;Goianápolis;Crescente;Sul;-16,429200;-49,017500;60;60;Ativo;
CONCEBRA;2017;BR-060;107,640;Principal;GO;Goianápolis;Crescente;Sul;-16,436200;-49,019200;40;40;Ativo;
CONCEBRA;2017;BR-060;107,730;Principal;GO;Goianápolis;Crescente;Sul;-16,437100;-49,019400;40;40;Ativo;
CONCEBRA;2017;BR-060;108,450;Principal;GO;Goianápolis;Crescente;Sul;-16,443400;-49,019400;110;90;Ativo;
CONCEBRA;2017;BR-060;108,451;Principal;GO;Goianápolis;Crescente;Sul;-16,443200;-49,019300;110;90;Ativo;
CONCEBRA;2017;BR-060;109,270;Principal;GO;Goianápolis;Crescente;Sul;-16,448000;-49,024700;110;90;Ativo;
CONCEBRA;2017;BR-060;117,440;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,480800;-49,089600;40;40;Ativo;
CONCEBRA;2017;BR-060;117,441;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,480800;-49,089300;40;40;Ativo;
CONCEBRA;2017;BR-060;117,790;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,483000;-49,092100;40;40;Ativo;
CONCEBRA;2017;BR-060;117,791;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,483100;-49,092100;40;40;Ativo;
CONCEBRA;2017;BR-060;117,900;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,483400;-49,092300;40;40;Ativo;
CONCEBRA;2017;BR-060;117,980;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,484500;-49,093400;40;40;Ativo;
CONCEBRA;2017;BR-060;118,390;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,487000;-49,095800;40;40;Ativo;
CONCEBRA;2017;BR-060;118,391;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,487000;-49,095700;40;40;Ativo;
CONCEBRA;2017;BR-060;118,980;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,493300;-49,102200;80;80;Ativo;
CONCEBRA;2017;BR-060;118,990;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,493600;-49,102200;80;80;Ativo;
CONCEBRA;2017;BR-060;119,330;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,495700;-49,104500;80;80;Ativo;
CONCEBRA;2017;BR-060;119,331;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,495800;-49,104500;80;80;Ativo;
CONCEBRA;2017;BR-060;121,950;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,510600;-49,118400;80;80;Ativo;
CONCEBRA;2017;BR-060;122,550;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,515737;-49,121318;80;80;Ativo;
CONCEBRA;2017;BR-060;122,570;Principal;GO;Terezópolis de Goiás;Crescente;Sul;-16,515800;-49,121500;80;80;Ativo;
CONCEBRA;2017;BR-060;123,800;Principal;GO;Goianápolis;Crescente;Sul;-16,522634;-49,129661;80;80;Ativo;
CONCEBRA;2017;BR-060;124,300;Principal;GO;Goianápolis;Crescente;Sul;-16,526100;-49,133700;80;80;Ativo;
CONCEBRA;2017;BR-060;124,301;Principal;GO;Goianápolis;Crescente;Sul;-16,526300;-49,133700;80;80;Ativo;
CONCEBRA;2017;BR-060;124,620;Principal;GO;Goianápolis;Crescente;Sul;-16,527756;-49,135763;80;80;Ativo;
CONCEBRA;2017;BR-060;124,621;Principal;GO;Goianápolis;Crescente;Sul;-16,527702;-49,135844;80;80;Ativo;
CONCEBRA;2017;BR-060;126,180;Principal;GO;Goianápolis;Crescente;Sul;-16,533567;-49,148500;80;80;Ativo;
CONCEBRA;2017;BR-060;126,181;Principal;GO;Goianápolis;Crescente;Sul;-16,533598;-49,148413;80;80;Ativo;
CONCEBRA;2017;BR-060;126,500;Principal;GO;Goianápolis;Crescente;Sul;-16,536459;-49,149362;80;80;Ativo;
CONCEBRA;2017;BR-060;126,501;Principal;GO;Goianápolis;Crescente;Sul;-16,536459;-49,149222;80;80;Ativo;
CONCEBRA;2017;BR-060;128,900;Principal;GO;Goianápolis;Crescente;Sul;-16,561600;-49,154200;110;90;Ativo;
CONCEBRA;2017;BR-060;129,940;Principal;GO;Goianápolis;Crescente;Sul;-16,573100;-49,158200;60;60;Ativo;
CONCEBRA;2017;BR-060;129,941;Principal;GO;Goianápolis;Crescente;Sul;-16,573000;-49,158400;60;60;Ativo;
CONCEBRA;2017;BR-060;129,000;Principal;GO;Goianápolis;Crescente;Sul;-16,574000;-49,159000;50;50;Ativo;
CONCEBRA;2017;BR-060;132,250;Principal;GO;Goiânia;Crescente;Sul;-16,581400;-49,172800;80;80;Ativo;
CONCEBRA;2017;BR-060;132,500;Principal;GO;Goiânia;Crescente;Sul;-16,581190;-49,175578;80;80;Ativo;
CONCEBRA;2017;BR-060;132,501;Principal;GO;Goiânia;Crescente;Sul;-16,581329;-49,175575;80;80;Ativo;
CONCEBRA;2017;BR-060;132,700;Principal;GO;Goiânia;Crescente;Sul;-16,581300;-49,177200;80;80;Ativo;
CONCEBRA;2017;BR-060;132,900;Principal;GO;Goiânia;Crescente;Sul;-16,581300;-49,179200;80;80;Ativo;
CONCEBRA;2017;BR-060;132,901;Principal;GO;Goiânia;Crescente;Sul;-16,581400;-49,179200;80;80;Ativo;
CONCEBRA;2017;BR-060;133,180;Principal;GO;Goiânia;Crescente;Sul;-16,581300;-49,181900;80;80;Ativo;
CONCEBRA;2017;BR-060;12,960;Principal;DF;Brasília;Decrescente;Norte;-15,926159;-48,166833;40;40;Ativo;
CONCEBRA;2017;BR-060;134,900;Principal;GO;Goiânia;Decrescente;Norte;-16,588800;-49,194300;110;90;Ativo;
CONCEBRA;2017;BR-060;131,050;Principal;GO;Goiânia;Decrescente;Norte;-16,577800;-49,163500;40;40;Ativo;
CONCEBRA;2017;BR-060;131,030;Principal;GO;Goiânia;Decrescente;Norte;-16,577700;-49,163100;60;60;Ativo;
CONCEBRA;2017;BR-060;131,031;Principal;GO;Goiânia;Decrescente;Norte;-16,577600;-49,163300;60;60;Ativo;
CONCEBRA;2017;BR-060;130,850;Principal;GO;Goiânia;Decrescente;Norte;-16,576900;-49,162100;40;40;Ativo;
CONCEBRA;2017;BR-060;130,851;Principal;GO;Goiânia;Decrescente;Norte;-16,576800;-49,162100;40;40;Ativo;
CONCEBRA;2017;BR-060;128,700;Principal;GO;Goianápolis;Decrescente;Norte;-16,559000;-49,153400;80;80;Ativo;
CONCEBRA;2017;BR-060;128,701;Principal;GO;Goianápolis;Decrescente;Norte;-16,558900;-49,153600;80;80;Ativo;
CONCEBRA;2017;BR-060;127,950;Principal;GO;Goianápolis;Decrescente;Norte;-16,555400;-49,152900;80;80;Ativo;
CONCEBRA;2017;BR-060;127,951;Principal;GO;Goianápolis;Decrescente;Norte;-16,555426;-49,152741;80;80;Ativo;
CONCEBRA;2017;BR-060;127,880;Principal;GO;Goianápolis;Decrescente;Norte;-16,554700;-49,152600;80;80;Ativo;
CONCEBRA;2017;BR-060;127,140;Principal;GO;Goianápolis;Decrescente;Norte;-16,546800;-49,151300;80;80;Ativo;
CONCEBRA;2017;BR-060;127,000;Principal;GO;Goianápolis;Decrescente;Norte;-16,544400;-49,150000;80;80;Ativo;
CONCEBRA;2017;BR-060;127,001;Principal;GO;Goianápolis;Decrescente;Norte;-16,544300;-49,150200;80;80;Ativo;
CONCEBRA;2017;BR-060;125,800;Principal;GO;Goianápolis;Decrescente;Norte;-16,531400;-49,145900;80;80;Ativo;
CONCEBRA;2017;BR-060;125,801;Principal;GO;Goianápolis;Decrescente;Norte;-16,531500;-49,145800;80;80;Ativo;
CONCEBRA;2017;BR-060;125,500;Principal;GO;Goianápolis;Decrescente;Norte;-16,530373;-49,143053;80;80;Ativo;
