timestamp;vin;isOnline;signature;acc_x;acc_y;acc_z;pos_long;pos_lat;process;01 10_fluxo de massa de ar (MAF)_g/s;01 0D_velocidade_Km/h;01 0B_pressao absoluta do coletor de admissao_kPa;01 0F_temperatura do ar de entrada_Â°C;01 0F_Temperatura do liquido de arrefecimento_Â°C;01 2F_nivel de combustivel_%;01 0C_rotacao_RPM
17:14:01.387;1GBJC34R9XF017297;false;3046022100fb5553c4feeaf4d251b89a41ce133c1e8afbde60d65ee4e2df7a4a40beff9455022100b860280fbb114a332ec5704ffbbc91986843c36afeaba6672ac41e06da2cede8;;;;-44.462;-23.0064;false;740;25;78;40;97;17.145876412465512;6435.09207923199
17:14:02.396;1GBJC34R9XF017297;false;30450220512edd1899172c981e7fdfc07c92c4b2189506c9c1ab63be75c9c3512e0baae4022100c26fc99affe6135d50181c00b241c9900f12eb0b93a2733d69e5160196e337f0;;;;-44.462;-23.0064;false;493;62;53;48;94;82.214351860183;9262.590298008694
17:14:03.388;1GBJC34R9XF017297;false;304402202aaf2d6a2103b4b11ecc93328f14d3decef9f8a06d1241f5dc5ffb2b7d828ec7022064687dee360a2e33a029fff973e55ff1cec5fed76093d63e9be27bf2ff1d64a4;;;;-44.4619;-23.0064;false;605;108;45;57;93;95.56698975785815;1701.0085489641178
17:14:04.388;1GBJC34R9XF017297;false;3045022071996e5789cc88e00be68b50044e824d14f04048670bb024f0ee95a6b23cf413022100a99abf9dc61574f147674551668cf62ec8f33af8538cdb5efcea469b11e12699;;;;-44.4619;-23.0064;false;695;93;61;57;93;37.18070384552141;3345.365956231717
17:14:05.392;1GBJC34R9XF017297;false;30460221009af0ddaee11705eb3da225723fe3d0a5b5fbafc374544a91a680421755383590022100e06adecf8b2f9d1e5ef6778ff8688ac22256979498c68978546c5fb919dc62ab;;;;-44.4619;-23.0064;false;724;118;82;58;98;64.53225887257148;7589.72620291193
17:14:06.389;1GBJC34R9XF017297;false;30440220479b5cdbef7542d31610e796da94c92eea238bf099313ef3eaff235f84a2a786022059b97c25816663e9a7f9c0cdc6be4c554c9f3bb86d88b5e5a512b8d14d1aa78f;;;;-44.4619;-23.0064;false;458;35;85;67;92;17.036744400571088;3380.7354511270833
17:14:07.389;1GBJC34R9XF017297;false;304402203397c17ab57cd54b56142790382123d31c8efc5ebfafb434d86f6f428819973402202d5a2e481e74adb5010f5bbe838ef9ee493c8e0e2acd0d0acf9b4e275594ae5b;;;;-44.4619;-23.0064;false;767;71;43;30;91;59.24199702341588;5674.170462190095
17:14:08.393;1GBJC34R9XF017297;false;3044022057bd761a7254aac3722a23e554f6dc8b240c07689d8df000148923c5ce9ab22b022070c88b519e9d5be8b8b8228caf5b7be532f2c3335802948d0035c7ac7120219c;;;;-44.4619;-23.0064;false;984;7;36;69;93;41.771272668817446;2400.895753353539
17:14:09.389;1GBJC34R9XF017297;false;3045022100c61f6f569f07e68c00af29dd82bacbc3c33cbaf51e98c5671ffb72606ff3a6a102204b361f849e31e8aae178d6f4d9893008215cbc06153f576d41af5335ad4f3017;;;;-44.4619;-23.0064;false;996;53;90;42;92;24.660275646129413;9531.105197493882
17:14:10.393;1GBJC34R9XF017297;false;304502210085cc2567a076ffa22c499f7322c6fbe259eee494d9b9581c9905412ab119761e02201f51ac2a7fcf8b7252b504e5bb3bd2a50cc8c5d76727f330b4396fa14f8f02c7;;;;-44.4619;-23.0064;false;732;104;52;53;91;80.925996958175;3160.463013181027
17:14:11.388;1GBJC34R9XF017297;false;3045022100e2fe2a5a8529abf379b941f07fb0dcf90b725c16424113b3a397562dc58bd9e102206fda3c888d6c4688f1fb2999fab1726e3627867cf4995ffea3bf5d6127b30859;;;;-44.4619;-23.0064;false;597;38;87;56;90;65.50521644759539;9556.872839514574
17:14:12.388;1GBJC34R9XF017297;false;3045022100ad081fd70ca7a91cc973139ea7aa4ab78b9e1401c6951c127f3a0e3b0a1afa5a02201af06ba5745a3bf654db0e3a7490596e48c560d029eec899d68a32d1ae6117df;;;;-44.4619;-23.0064;false;892;40;67;42;95;15.089890909089185;5283.395203619247
