t;x;y;z;a
1607131785681108;2.0027926;1.4045869;10.152746;3
1607131788120692;2.2612174;1.7563318;9.827323;3
1607131790560275;2.8307092;1.1796615;9.686146;3
1607131792999858;2.78046;0.03589234;9.5665045;3
1607131795439442;2.0697916;-0.18664017;9.437292;3
1607131797878973;1.9142581;1.0193424;9.650253;3
1607131800318556;2.309074;2.0195422;10.260424;3
1607131802758140;2.0267208;1.6223338;10.911271;3
1607131805197723;0.8446664;1.2466606;11.277373;3
1607131807637306;0.1268196;2.115255;11.093125;3
1607131810076890;0.43788654;2.845066;10.851451;3
1607131812516473;0.16749759;2.321038;10.6815605;3
1607131814956056;-0.79441714;2.3306093;10.459028;3
1607131817395588;-0.37088752;3.5150564;10.3681;3
1607131819835171;0.9595219;3.5030923;10.12164;3
1607131822274754;1.0336994;2.4454648;9.169296;3
1607131824714338;1.3375878;2.7110682;7.960921;3
1607131827153921;3.2303107;3.0173492;7.245467;3
1607131829593504;3.9864426;1.7419748;6.6735826;3
1607131832033036;3.455236;1.861616;5.895915;3
1607131834472619;4.4075794;3.17049;5.838487;3
1607131836912202;4.7880383;2.6344976;6.314659;3
1607131839351786;3.196811;2.4478576;5.9820566;3
1607131841791369;3.2279177;3.3427732;5.7523456;3
1607131844230952;3.3714871;2.1678972;6.424729;3
1607131846670536;1.605584;1.8568304;6.9990063;3
1607131849110119;1.8305093;3.1489546;8.12124;3
1607131851549650;2.2181466;2.1296122;9.777073;3
1607131853989233;0.78723866;1.7156538;9.853643;3
1607131856428817;1.6414764;1.9094725;10.109675;3
1607131858868400;1.847259;0.021535404;11.499906;3
1607131861307983;0.5407779;0.67477596;11.990435;3
1607131863747567;1.6007984;1.5864414;13.2514515;3
1607131866187150;0.91166544;0.76331043;14.340186;3
1607131868626733;-0.078963146;1.9190438;13.287344;3
1607131871066265;0.96430755;0.7920243;13.392629;3
1607131873505848;-0.23928227;-0.06460621;12.653246;3
1607131875945431;0.031106694;0.9403793;11.016556;3
1607131878385015;0.8422736;-0.0741775;11.509477;3
1607131880824598;0.18424734;1.3998013;10.253245;3
1607131883264181;1.8376877;1.8113668;9.934999;3
1607131885703765;2.0051854;1.8903298;10.219746;3
1607131888143296;2.6703901;3.8907297;8.807981;3
1607131890582879;4.0797625;3.048456;9.559326;3
1607131893022463;3.65384;4.570291;7.9704924;3
1607131895462046;4.668397;4.1491547;6.690332;3
1607131897901629;4.4075794;4.1180477;6.580262;3
1607131900341213;3.9625144;5.35753;4.7784667;3
1607131902780796;3.9649072;4.4243293;6.101698;3
1607131905220379;2.8713872;6.2955165;5.1876397;3
1607131907659963;2.5172493;5.194818;5.556134;3
1607131910099494;1.9310079;6.209375;6.285945;3
1607131912539077;1.2562319;5.6374903;5.3742795;3
1607131914978661;1.1581261;4.7138605;7.0636125;3
1607131917418244;1.012164;4.453043;6.4055862;3
1607131919857827;0.72023964;2.2636101;7.944171;3
1607131922297411;0.997807;2.9862428;8.403593;3
1607131924736994;0.45942193;0.9738788;9.68136;3
1607131927176525;0.8542377;1.7563318;11.095519;3
