t;x;y;z;a
1607015726109709;2.684747;2.0458634;8.997013;3
1607015728549293;1.8664017;0.74416786;9.408579;3
1607015730988876;2.6249263;1.8233309;9.327223;3
1607015733428512;1.727618;0.6843473;9.82493;3
1607015735868095;2.376073;1.6247265;9.678967;3
1607015738307730;1.4237294;0.7106683;10.135997;3
1607015740747314;1.9381863;1.5457634;9.80818;3
1607015743186897;1.1318051;0.6652047;10.334601;3
1607015745626532;1.6223338;1.5409778;9.887143;3
1607015748066116;1.0097711;0.47377887;10.382458;3
1607015750505699;1.5936198;1.5194423;9.801002;3
1607015752945334;1.1724831;0.069391854;10.102497;3
1607015755384918;1.7108682;1.4691931;9.556933;3
1607015757824501;1.4668003;-0.11964113;9.879965;3
1607015760264137;1.6701902;1.5266209;9.664611;3
1607015762703720;1.6319051;0.08853444;9.664611;3
1607015765143303;1.4452649;1.2586247;9.738789;3
1607015767582939;1.5720844;0.49052864;9.140582;3
1607015770022522;1.2466606;0.5814559;9.858429;3
1607015772462105;1.4548361;1.1796615;9.047262;3
1607015774901741;1.3423735;0.13399807;10.021141;3
1607015777341324;1.2035898;1.6510476;9.30808;3
1607015779780959;1.713261;0.28235307;9.8321085;3
1607015782220543;1.1581261;1.0983056;9.84168;3
1607015784660126;1.7395821;0.997807;9.382257;3
1607015787099762;1.524228;0.19381863;10.329815;3
1607015789539345;1.1724831;1.6366907;9.322437;3
1607015791978928;1.8879371;0.35174492;10.124033;3
1607015794418564;0.782453;0.9523434;9.870394;3
1607015796858147;1.1437693;1.5218352;9.2793665;3
1607015799297730;1.2921243;0.3684947;10.451849;3
1607015801737366;-0.21774685;1.6510476;9.140582;3
1607015804176949;1.3806586;1.1820544;9.937392;3
1607015806616584;0.21774685;0.5168497;9.848858;3
1607015809056168;-0.021535404;1.8975084;8.95155;3
1607015811495751;1.6007984;1.0935199;10.13839;3
1607015813935387;-0.32542387;0.88295156;9.260223;3
1607015816374970;0.7920243;1.969293;9.372686;3
1607015818814553;1.402194;0.93320084;9.765109;3
1607015821254189;-0.011964113;0.88295156;9.195618;3
1607015823693772;1.0863415;2.0195422;9.49472;3
1607015826133355;1.5625132;1.2059826;9.760324;3
1607015828572991;0.55752766;0.89013004;9.5353985;3
1607015831012574;1.294517;1.9142581;9.420543;3
1607015833452157;2.184647;1.1629118;9.609575;3
1607015835891793;1.3184453;0.56470615;9.480363;3
1607015838331376;1.5290136;1.6845472;9.408579;3
1607015840771012;2.6488547;1.605584;9.91825;3
1607015843210595;1.9669002;0.6628119;9.9756775;3
1607015845650178;1.3136597;1.2753744;9.650253;3
1607015848089814;2.3234308;1.727618;9.911072;3
1607015850529397;2.024328;0.70348984;9.913465;3
1607015852968980;0.9236295;0.58624154;9.801002;3
1607015855408616;1.1581261;1.6199409;9.937392;3
1607015857848199;1.7515461;1.4237294;10.212567;3
1607015860287782;0.9451649;0.60777694;10.133604;3
1607015862727418;0.36131623;1.0504491;9.908679;3
1607015865167001;1.2155539;1.698904;10.061819;3
1607015867606584;1.4811572;1.0456635;10.068997;3
1607015870046220;0.77766734;0.54317075;9.970892;3
1607015872485803;0.67477596;1.4045869;9.958928;3
1607015874925439;1.4883357;2.009971;10.040284;3
1607015877365022;1.7108682;1.3064811;10.013963;3
1607015879804605;1.0456635;0.77766734;9.705289;3
1607015882244241;0.93559366;1.4835501;9.427721;3
1607015884683824;1.7778672;2.062613;9.45165;3
1607015887123407;2.0745773;1.5218352;9.408579;3
1607015889563043;1.5457634;0.9523434;9.219545;3
1607015892002626;1.3806586;1.457229;9.078369;3
1607015894442209;1.9908284;2.1176481;8.989835;3
1607015896881845;2.5292134;1.7347964;9.013762;3
1607015899321428;2.2301106;0.90448695;8.95155;3
1607015901761012;1.6654046;0.96909314;8.831908;3
1607015904200647;1.7970098;1.7994026;8.958728;3
1607015906640230;2.2947168;2.07697;9.241081;3
1607015909079814;2.1870399;1.3998013;9.363115;3
1607015911519449;1.4907285;0.79920274;9.265009;3
1607015913959032;0.9834501;1.1006985;9.195618;3
1607015916398668;1.1796615;1.7611175;9.355937;3
1607015918838251;1.591227;1.7443677;9.659825;3
1607015921277834;1.5266209;1.0576276;9.834501;3
1607015923717470;1.052842;0.6364908;9.827323;3
1607015926157053;0.8446664;0.98584294;9.822537;3
1607015928596637;1.2323036;1.5481563;10.049855;3
1607015931036272;1.7252251;1.4931214;10.281959;3
1607015933475855;1.847259;0.7848458;10.296316;3
1607015935915439;1.4859428;0.27996024;10.109675;3
1607015938355074;1.0719845;0.634098;9.97807;3
1607015940794657;1.1222339;1.416551;10.097712;3
1607015943234293;1.4715859;1.7730815;10.296316;3
1607015945673876;1.7611175;1.3064811;10.217353;3
1607015948113459;1.7084754;0.57188463;9.77468;3
